,comments,sentiment,types
229,ตอนแรกๆ ได้อ่านหนังสือเกี่ยวกับ Node js มาพอประมาณแล้ว พอมาดูคลิปนี้ ทำให้เข้าใจมากขึ้นครับ,pos,เข้าใจมากขึ้น
231,สอนดีมากครับ แต่ต้องมีพื้นมาบ้างก่อนเรียนช่วงหลังๆ,pos,สอนดี
233,ทำให้เข้าใจ การเขียนโปรแกรมใหม่..,pos,เข้าใจมากขึ้น
234,คอร์สสำหรับเริ่มต้น แนะนำเลยครับ,pos,แนะนำคอร์ส
235,อธิบายได้เข้าใจและเห็นภาพมากครับ,pos,ชอบมาก
238,ระเอียดเข้าใจง่ายมากกก,pos,เข้าใจมากขึ้น
240,ดีมากจริงๆ,pos,สอนดี
241,เหมาะสำหรับคนที่อยากลองเริ่มต้นพื้นฐาน Express ครับ ชอบ Instructor ท่านนี้ด้วย สอนเข้าใจง่าย ใช้คำพูดเล่าเรื่องได้ดีครับ,pos,แนะนำคอร์ส
242,"ชอบVueมากๆเลยครับ
สอนเปรียบเทียบระหว่าง Vue 2 และ 3 ได้ดีเลย",pos,ชอบมาก
244,"มีการข้ามส่วนของการเขียน Code ไปเยอะหากเทียบกับคอร์สสอนฟรี เข้าใจว่าจำกัดเวลาให้กระชับแต่เนื้อหาแอบเข้าใจยาก ปล.ผมพอมีพื้นฐาน javascript , React มาบ้างเรียนแล้วงงๆ เทียบกับคอร์ส javascript  ES6 อธิบายได้เห็นภาพมีสไลด์ประกอบด้วย",pos,ชมบ้างติบ้าง
246,ทำให้เห็นความสำคัญของ Cybersecurity ซึ่งเป็นเรื่องใกล้ตัว ที่นำไปใช้งานได้จริงในขีวิตประจำวันครับ,pos,สามารถนำไปใช้
247,ทำให้ได้รู้จักภัยไซเบอร์ ความเสี่ยงที่อาจจะเกิดขึ้น และ เราควรจะต้องระวัง ปฏิบัติตนเช่นไร,pos,ชมบ้างติบ้าง
249,ทำให้ทราบความเสี่ยงที่จะเกิดขึ้น การป้องกันต่างๆ,pos,เข้าใจมากขึ้น
251,ได้ความรู้เพิ่มมากขึ้น,pos,เข้าใจมากขึ้น
252,ได้ทราบข้อมูลเพิ่มขึ้น,pos,เข้าใจมากขึ้น
253,เพราะคอร์สนี้เน้นปูพื้นฐานการ dev UI ล้วนๆ เพราะฉะนั้นทำให้ ไม่ค่อยได้แต่ตัว bussiness logic เท่าไหร่,pos,แนะนำคอร์ส
254,เหมาะสำหรับผู้ที่กำลังจะเริ่มต้นกับ Kubernetes เพื่อเรียนรู้พื้นฐานให้เข้าใจก่อนไปใช้ทำงานจริง,pos,แนะนำคอร์ส
255,สอนได้ดีมากครับ อธิบายได้ละเอียดและเข้าใจครับ,pos,สอนดี
256,สอนได้ดีมากเลยครับบ,pos,สอนดี
257,ปูพื้นฐานการเขียนโปรแกรมด้วย Python ได้อย่างเข้าใจง่าย และเกิดแรงบันดาลใจในการเรียนรู้เพิ่มเติมมากยิ่งขึ้น,pos,แนะนำคอร์ส
258,เป็นการสอนที่สามารถเข้าใจได้ง่ายสำหรับคนทั่วไปที่ต้องการเรียนรู้ในคอร์ส,pos,แนะนำคอร์ส
259,เนื้อหาเข้าใจง่าย เรียนรู้เรื่อง,pos,เข้าใจมากขึ้น
260,ดีมากสอนให้เข้าใจง่ายมากขึ้น,pos,เข้าใจมากขึ้น
262,ให้ความรู้ชัดมากครับ,pos,ชอบมาก
263,สู้ๆครับ,pos,เข้าใจมากขึ้น
264,คอร์สนี้ทำให้รู้จักวีธีเขียนคิวรี่แบบใหม่ๆ ทำให้เข้าใจลำดับการทำงานของคิวรี่มากขึ้น แล้วสามารถนำมาปรับใช้ได้จริง,pos,สามารถนำไปใช้
265,โดยรวมเนื้อหาค่อนข้างครบถ้วนและเรียบเรียงดี หากเพิ่มตัวอย่างที่ใกล้เคียงกับ real world use เข้าไปเพิ่มจะทำให้ course นี้ดีมากขึ้นไปอีกครับ,pos,เข้าใจมากขึ้น
266,ดีมากๆ ครับ มีตัวอย่างให้ลองทำจนเข้าใจ,pos,เข้าใจมากขึ้น
267,ชอบที่อธิบายได้เข้าใจง่าย มีการยกตัวอย่างการใช้งานจริง ทำให้นึกภาพตามได้ชัดเจน และพาทำที่ละสเตปตั้งแต่พื้นฐาน สามารถทำตามได้,pos,ชัดเจนเห็นภาพ
268,อธิบายเป็นขั้นตอน เข้าใจง่าย เห็นภาพชัดเจน ยกตัวอย่างได้ชัดเจน ทำให้เข้าใจว่า Docker คืออะไรและนำมาใช้งานได้ยังไง ดีเลยค่ะ,pos,ชัดเจนเห็นภาพ
269,ผู้บรรยายสอนดีมากค่ะ การจัดการเนื่อหาในการสอนและ slide ช่วยให้เห็นภาพมากขึ้น และเข้าใจง่าย สามารถนำไปใช้ได้จริงค่ะ,pos,สามารถนำไปใช้
270,อธิบายละเอียด ไม่เร็วจนเกิินไป และ เข้าใจง่าย,pos,เข้าใจมากขึ้น
271,ดีเกินคาดครับ นำไปใช้งานได้เป็นอย่างดีมากครับ,pos,สามารถนำไปใช้
272,ทำให้เข้าใจมากขึ้น มากกว่าไปลองผิด ลองถูกเอ็ง,pos,เข้าใจมากขึ้น
273,ทำให้เข้าใจในการใช้งาน docker มากยิ่งขึ้น,pos,เข้าใจมากขึ้น
276,ชอบๆ สอนเข้าใจง่ายมากครับ,pos,เข้าใจมากขึ้น
277,ดีครับ แนะนำเลย,pos,สอนดี
278,เยี่ยมจริงๆครับ,pos,เข้าใจมากขึ้น
281,เหมาะสำหรับคนไม่มีพื้นฐาน อธิบายวิธีใช้ได้แบบเข้าใจง่าย ใช้ไปสักพักจะมีความเคยชินแล้วมั่นใจที่จะสร้างdashboardขึ้นมาเอง เข้าใจว่าที่จริงแล้วเป็นplatformที่ถูกดีไซน์มาให้ใช้ง่ายอยู่แล้วแต่ก็ชอบที่คอร์สพยายามempathizeและตอบข้อสงสัยของคนที่ไม่เคยใช้มาก่อน มีการย้ำค่อนข้างดี ถ้ามีproblem setให้นักเรียนฝึกหลังเรียนจบจะดีมาก โดยรวมเป็นคอร์สที่สนุกดี,pos,ชมบ้างติบ้าง
283,การลำดับหัวข้อ การเล่าเรื่องเนื้อหาดีมาก ทำตามได้ไม่ยาก เนื้อหาครอบคลุมสิ่งที่ต้องการ เจาะละเอียดทุก Feature สามารถไปลองทำจริงฝึกเองในกรณีซับซ้อนขึ้นได้,pos,สามารถนำไปใช้
285,คอร์สเรียนเหมาะสมกับโลกในปัจจุบันมาก เพราะสามารถนำความรู้ที่ได้รับนำไปใช้ในการทำงานได้เป็นอย่างดี,pos,สามารถนำไปใช้
286,"วิทยากรบรรยายละเอียดเข้าใจง่าย ไม่ซับซ้อน 
สามารถทำตามในแต่ละ Path ได้",pos,เข้าใจมากขึ้น
288,ได้เรียนรู้เทคนิคต่าง ๆ สำหรับการใช้ Google data studio,pos,แนะนำคอร์ส
289,สำหรับคนที่เคยมาไกลสุดแค่ pivot มันเปิดโลกมากครับ,pos,แนะนำคอร์ส
290,คลิปท้าย ๆ ภาพผู้บรรยายบังจอในจุดที่กำลังอธิบาย ทำให้ดูยากไปหน่อย,pos,เข้าใจมากขึ้น
291,สอนละเอียด สาธิตวิธีการทำแบบเข้าใจง่ายมากๆ,pos,เข้าใจมากขึ้น
292,ได้นำมาปรับใช้กับการทำ Data Studio จริงๆ,pos,เข้าใจมากขึ้น
293,สอนเข้าใจง่ายและสามารถนำไปใช้งานได้จริง,pos,สามารถนำไปใช้
294,ได้เรียนรู้วิธีการทำ Dashboard ที่ให้ง่ายและเข้าใจ,pos,เข้าใจมากขึ้น
295,วิทยากรสอนดี ได้รับความรู้มาก,pos,สอนดี
296,วิทยากร สอนได้ดีมากค่ะ,pos,สอนดี
297,นำไปใช้กับงานที่ทำได้,pos,สามารถนำไปใช้
298,มีประโยชน์ใช้ได้จริง,pos,สามารถนำไปใช้
299,รู้ในสิ่งที่ไม่เคยรู้ ดีงามมาก,pos,ชอบมาก
300,สามารถนำไปปรับใช้ ได้กราฟสวยๆ,pos,สามารถนำไปใช้
301,เนื้อหาบางส่วนดูวนไปวนมา,pos,เข้าใจมากขึ้น
302,ดีมากเลยครับ,pos,สอนดี
304,ชอบมากเลยค่ะที่แต่ละคลิปมีความยาวไม่เกิน10นาที เลยรู้สึกไม่อิดออดเลย ไปต่อได้เรื่อยๆ และครูก็สอนเข้าใจมากด้วยค่ะ แต่ติดตรงที่ถ้ามีคำถามจะต้องรอคำตอบนานมากทำให้ไปต่อไม่เป็นเลย,pos,ชมบ้างติบ้าง
305,"ผู้สอนอธิบายเข้าใจง่าย เนื้อหาภายในสั้นกระชับ แบ่งหัวข้อชัดเจน ทำให้กลับมาทบทวนจุดที่สงสัยหรือลืมได้ไม่ยาก

อยากให้อัพโหลดสไลด์ให้ด้วย จะช่วยให้จดจ่อกับเรื่องที่เรียนได้ดียิ่งขึ้น นั่งฟังอย่างเดียวแล้วบางทีหลุดง่ายครับ 55",pos,ชมบ้างติบ้าง
306,ได้เข้าใจพื้นฐานเบื้องต้นได้ดี มีความเข้าใจกับcssมากขึ้นหลังจากที่ไม่รู้อะไรเลยเกี่ยวกับcss และไปใช้ต่อยอดได้ คิดว่าถ้าได้ลงฝึกใช้เรื่อยๆคงได้เข้าใจมากขึ้นอีกค่ะ,pos,ชมบ้างติบ้าง
307,สอนดีเข้าใจง่าย materialS ต่างๆค่อนข้างครบครัน แต่อยากให้เพิ่ม  quiz  หรือ project เข้ามามากกว่านี้อีกนึดเพื่อที่จะได้คุ้นเคยมากขึ้น,pos,สอนดี
308,สอนดีมากกกกกก เข้าใจ่งาย ทำตามง่ายยย สอนดีมากก,pos,สอนดี
309,เข้าใจง่าย ซึมซับไว ดีเลยทีเดียว,pos,สอนดี
310,เข้าใจง่าย ทำตามได้จริงค่ะ,pos,สามารถนำไปใช้
311,สอนดีมากครับ เข้าใจง่าย,pos,สอนดี
313,รู้สึกว่าได้ใช้Google Sheetsมาทำอะไรมากกว่าที่เคยชิน เหมาะสำหรับคนที่ไม่มีพื้นฐานมาก รู้สึกอธิบายแต่ละขั้นตอนได้ดี เรียบเรียงลำดับของข้อมูลให้นักเรียนค่อยๆสร้างskillsและต่อยอดไปได้ดี โจทย์สนุกดี แต่ละขั้นตอนโจทย์เหมาะสมกับข้อมูลที่สอนมาก่อนหน้านั้น ไม่ยากไม่ง่ายไป ส่วนตัวอยากให้มีpractice problem setให้ได้ลองฝึกไปได้เรื่อยๆ เพราะหลายๆสกิลคือสอน ให้ลอง และก็ไม่ได้กลับมาดูอีกเลย ทำให้ลืมข้อมูลที่เรียนไปก่อนหน้านั้น ถ้ามีquizที่คอยกระตุ้นให้active recallสกิลที่เรียนไปโผล่มาเรื่อยๆจะดีมาก,pos,ชมบ้างติบ้าง
314,"เข้าใจมุมมองธุรกิจเพิ่มมากขึ้น ที่ไม่ได้ต้องการรู้แค่ว่าข้อมูลมีความสัมพันธ์กันเท่านั้น แต่ต้องการทราบว่าอะไรเป็นสาเหตุที่ทำให้เกิดข้อมูลอีกตัว
เข้าใจการใช้ sheet มาช่วยในการวิเคราะห์ข้อมูลจากเบื้องจ้นจนประยุกต์มากขึ้นเรื่อย ๆ",pos,ชมบ้างติบ้าง
316,หน้าเว็บใช้งานง่าย มีแบบฝึกให้ทำระหว่างบทเรียนไปด้วย projectตอนท้ายแอบมีความ challenge intructorบรรยายได้ดี เข้าใจง่าย,pos,เข้าใจมากขึ้น
318,คอร์สสอนดีมากค่ะ ชอบมาก รู้สึกได้รับความรู้พื้นฐานมากขึ้น จากที่ไม่เคยรู่ ขอบคุณมากๆค่า,pos,ชอบมาก
320,ได้ความรู้วิธีการรายละเอียดอธิบายเข้าใจได้ง่าย  แต่ต้องฝึกทำเยอะๆจะได้จำไปใช้งานได้,pos,เข้าใจมากขึ้น
322,เป็นคอร์สที่ดีมีประโยชน์มากสามารถนำมาใช้ในการทำงานในปัจจุบันได้เป็นอย่างดี,pos,สอนดี
323,"ความรู้ล้วนๆ ดีค่ะ เรียนด้วยทำ excercise ด้วย ""ปัดฝุ่นขี้เลื่อย""",pos,เข้าใจมากขึ้น
325,อธิบายได้เข้าใจถึงกระบวนการทำเเต่ละอย่างเพื่อนำไปต่อยอดได้,pos,เข้าใจมากขึ้น
326,สอนดี ภาพชัด เสียงชัด มีแบบฝึกหัดให้ทำตลอดทุก ๆ หัวข้อ,pos,สอนดี
327,ได้รู้เทคนิคการใช้งาน Google Sheets เยอะมาก,pos,ชอบมาก
328,เป็นคอร์สที่เหมาะกับคนที่เพิ่งเริ่มต้น ปูพื้นฐานดี สอนเข้าใจง่าย,pos,แนะนำคอร์ส
329,เข้าใจง่าย พี่ต้าสอนดีสุดๆค่ะ,pos,สอนดี
330,เป็นคอร์สที่ให้ความรู้ ละเอียด ชัดเจนดีครับ,pos,ชัดเจนเห็นภาพ
332,สามารถนำมาใช้ในงานได้ดี,pos,สามารถนำไปใช้
334,อธิบายเป็นขั้นตอนดี,pos,สอนดี
335,ดีและมีประโยชน์มาก,pos,สอนดี
336,Good,pos,เข้าใจมากขึ้น
337,"เนื้อหาดีมาก เข้ามาเรียนตอนแรกนึกว่าจะมีแค่ web scraping python พวก library แต่มีเรื่อง API, Regular Expression เป็นความรู้เสริมให้ด้วย ถ้ามีติอาจจะตรง Lab ที่บางอันที่หมดอายุแล้ว หรือบอกไม่เคลียร์ว่าจะให้เราทำอะไรบ้าง ทำให้รู้สึกเหมือนได้ฝึกน้อย",pos,ชมบ้างติบ้าง
338,คอร์สนี้สอนดีมากครับ ไล่ตั้งแต่ปูพื้นฐานของ html จนนำไปสู่การดึงข้อมูลโดยใช้ python มี case study ให้ลองฝึกทำด้วย แต่เสียอย่างนึงตรงที่พาร์ท regex ตอนลองรันโค้ด มันอาจให้ response (แถบล่างครับ) งงๆหน่อย เพราะว่าลองรันโค้ดแล้วปรากฏว่าคำตอบถูก แต่ response แถบล่างบอกผิด แต่ไม่ได้ติดใจอะไรครับ โดยรวมแล้ว ถือว่าดีมากครับ อยากให้คนที่ัยังไม่เคยเรียนรู้ ลองเรียนคอร์สนี้ดูครับ,pos,ชมบ้างติบ้าง
339,เข้าใจพื้นฐานการ Web Scrapping เพื่อนำไปต่อยอดหาความรู้เพิ่มเติมด้วยตนเองต่อไป,pos,แนะนำคอร์ส
340,อาจารย์สอนเข้าใจง่ายมาก ไม่เคยมีพื้นฐานเลยก็สามารถเรียนได้,pos,เข้าใจมากขึ้น
341,เป็นคอร์สที่ดีมากครับ ปกติก็เขียนแค่ javascript แบบเดิมๆ คอร์สนี้ทำให้รู้อะไรใหม่ๆเกี่ยวกับ ES6 เยอะเลยครับ จากที่ไปลองเขียนพวก framwork ต่างๆ ที่ใช้ ES6 แล้วงงๆ ตอนนี้เข้าใจขึ้นเยอะเลยครับ,pos,ชมบ้างติบ้าง
344,คอร์สเรียนนี้เป็นคอร์สเรียนที่ดี ที่ทำให้ผู้เรียนอยากเข้าใจกระบวนการทำงานของ ux มากขึ้น แต่อยากให้ปรับปรุงหรือเพิ่มเติมส่วนของเนื้อหา ยก casestudy ที่ประสบความสำเร็จจริง หรือมีปัญหาระหว่างการทำงานร่วมกับทีม ตั้งแต่ต้นจนจบให้เป็นตัวอย่างด้วยก็จะดีมากค่ะ,pos,ชมบ้างติบ้าง
346,เป็นคอร์สที่สอนให้เห็นกระบวนการทำ UX และผู้เกี่ยวข้องทั้งหมดในการทำงานจริง มีสถานการณ์จำลองให้เข้าใจง่าย เล่าถึงวิธีดำเนินการทั้งหมดครบถ้วนสมบูรณ์ เรียนสนุก รู้ครบวงจรในคอร์สเดียวค่ะ,pos,สามารถนำไปใช้
347,เป็นคอร์สที่ดีมากครับ ได้แนวคิดใหม่ๆ แบะตอบคำถามในการเป็น UX designer  เห็นภาพชัดเจน เนื้อหาครบถ้วน  เหมาะสำหรับคนที่สนใจย้ายสายงาน มาทางนี้มากๆ,pos,ชัดเจนเห็นภาพ
348,"ข้อมูลเยอะมากค่ะ หัวข้อที่เรียนมีหลายหัวข้อมากๆ ได้เห็นถึง process การทำงานจริงๆและมีวิธีการ เทคนิค ต่างๆในการสัมภาษณ์ user , ในการทำ workshop สอดแทรกเยอะมากๆค่ะ รู้สึกว่าเป็นสิ่งที่ประยุกต์ใช้ได้จริงค่ะ",pos,ชอบมาก
349,"ได้ความรู้ fundamental ที่ดี แต่อยากให้ลงลึกมากกว่านี้อีกนิดนึง fundamental + basic อีกหน่อย ครับ ตอนนี้ให้ 8/10

พร้อมยกตัวอย่างเพิ่มกับหลายๆ Business Propose จะดีกว่านี้อีก เป็น 10/10 เลยกั๊บ",pos,เข้าใจมากขึ้น
350,ชอบที่มีการอธิบายลำดับขั้นตอนการทำงาน พร้อมอธิบายเหตุผลประกอบ มันทำให้เข้าใจมากขึ้นและเอาไปใช้ต่อได้ง่าย,pos,เข้าใจมากขึ้น
351,ได้แนวคิด UX ที่ดีมากๆเลยครับ มันคงเป็นประสบการณ์ที่ดีถ้าได้มาเรียน และเข้าใจมันซักครั้งในชีวิต,pos,สอนดี
352,สอนเข้าใจง่าย แบ่งแต่ละเรื่องให้สามารถนำไปใช้จริงได้ และสามารถกลับมาดูซ้ำได้เมื่อเราลืม,pos,สามารถนำไปใช้
354,ดีมากๆครับ ได้ความรู้เพิ่มเติมมาเยอะเลย สามารถเอาไปปรับใช้กับงานที่ทำอยู่ได้,pos,เข้าใจมากขึ้น
355,ผู้สอนมีทัศนคติในการสอนที่ดีมากค่ะ เรียนแล้วเข้าใจภาพรวมของการเป็น UX ได้ดีขึ้นมาก เป็นกำลังใจให้ทีมงานนะคะ ขอบคุณค่ะ,pos,ชมบ้างติบ้าง
356,ปูพื้นฐานได้แน่และสามารถนำไปปรับใช้กับการทำงานได้อย่างดีเยี่ยม,pos,สามารถนำไปใช้
357,คอรส์นี้ ได้เห็นภาพรวมตั้งแต่ตั้น จนถึงออกมาเป็น Product ครับ,pos,เข้าใจมากขึ้น
359,สำหรับการ เข้าใจพื้นฐานของงาน คอร์สนี้ดีเลยครับที่จะเริ่มต้น,pos,แนะนำคอร์ส
360,เป็นคอร์สที่ปูพื้นฐานเรื่อง UX ตั้งแต่ต้น เหมาะกับทุกคนเลย,pos,แนะนำคอร์ส
361,เป็นคอร์สที่ให้เรื่องกระบวนการคิดที่ดี เป็นระบบมากครับ,pos,ชอบมาก
363,เข้าใจง่าย เห็นภาพชัดเจน ปลุกไฟในตัวคุณ,pos,ชัดเจนเห็นภาพ
364,ข้อมูลแน่นและอธิบายได้เข้าใจง่ายมากค่ะ,pos,เข้าใจมากขึ้น
365,ได้ความรู้เกี๋ยวกับการทำ UX ได้ดีมาก ๆ,pos,สอนดี
366,ดีค่ะ เข้าใจพื้นฐานได้เยอะ,pos,สอนดี
368,เข้าใจความเป็น ux มากขึ้น,pos,เข้าใจมากขึ้น
370,ได้เห็นภาพรวมกว้างๆ ถ้าต้องการนำ microservice มาใช้งาน และนำไปต่อยอด เหมาะกับคนที่เริ่มต้นสนใจ microservice,pos,แนะนำคอร์ส
372,เป็นหลักสูตรที่ปูพื้นแนวความคิด micro services ได้ดีเลย,pos,เข้าใจมากขึ้น
374,ได่ความรู้เพิ่มมากขึ้น,pos,เข้าใจมากขึ้น
375,อธิบายได้เข้าใจง่าย,pos,เข้าใจมากขึ้น
376,เหมาะสำหรับผู้เริ่มต้นเลย ทำความรู้จัก blockchain ตั้งแต่เริ่มต้น bitcoin และ etherium มาจาก concept อะไร การนำไปใช้งานจริงใน business model ที่เกิดขึ้นจริง และความเสี่ยงในการนำไปใช้งาน,pos,สามารถนำไปใช้
377,เนื้อหากระชับ เข้าใจง่าย สามารถดูย้อนหลังได้ เหมาะสำหรับผู้ที่ไม่มีพื้นฐานความรู้ในด้านนี้มาก่อน,pos,แนะนำคอร์ส
379,เป็นการสอนที่เข้าใจง่าย พร้อมตัวอย่างในการเรียนรู้,pos,เข้าใจมากขึ้น
380,ได้เปิดมุมมองในการเล่าเรื่องให้น่าสนใจ และบรรลุเป้าหมายที่เราต้องการสื่อสาร,pos,ชมบ้างติบ้าง
381,มีไอเดียและข้อคิดในการนำเสนอ project ได้ดีขึ้น,pos,เข้าใจมากขึ้น
385,สามารถนำมาปรับใช้ได้จริง เพราะส่วนงานที่รับผิดชอบ ใช้การ Present ค่อนข้างบ่อย การสร้างความโดดเด่น ถือว่าเป็นจุดขาย,pos,สามารถนำไปใช้
386,ช้วยทำให้เรามี model ที่ช่วยในการทำ infographic ที่ใช้สื่อสารกับเป้าหมายได้มีประสิทธิภาพมากขึ้น,pos,เข้าใจมากขึ้น
388,ทำให้การจัดวางสไลด์หรือโปรเตอร์ต่างๆได้สวยขึ้นและสามารนำไปใช้ได้จริงกับการทำงาน,pos,สามารถนำไปใช้
390,เป็นประโยชน์ สามารถนำไปใช้งานในการทำ Presentation ได้,pos,สามารถนำไปใช้
391,เข้าใจง่ายดี อยากได้ Presentation ประกอบการเรียน,pos,สอนดี
392,สอนเข้าใจง่าย เรียงลำดับการอธิบายได้ดี,pos,เข้าใจมากขึ้น
394,เข้าใจง่าย กระชับ ได้ภาพองค์รวม,pos,เข้าใจมากขึ้น
395,อาจารย์สอนดี มีภาพประกอบ,pos,สอนดี
396,น่าสนใจ,pos,เข้าใจมากขึ้น
397,เรียนเถอะ,pos,ชมบ้างติบ้าง
399,ชอบการเรียงเนื้อหาและแบบฝึกหัดให้ได้พัฒนาการเรียนรู้ได้เป็นระบบ เห็นภาพชิ้นงานที่ทำได้ มีติดขัดในส่วนถามตอบอัพโหลดรูปไปถามไม่ได้ (เกิดเหตุขัดข้อง) แต่เนื้อหาและความรู้ที่ได้รับประทับใจมาก,pos,ชอบมาก
400,สอนเข้าใจง่ายมาก ชอบตรงมีแบบฝึกหัดให้ทำคั่นระหว่างเรียนเรื่อยๆ เหมือนได้ฝึกไปด้วย ได้ความรู้เพิ่มจากเดิมเยอะเลยค่ะ,pos,เข้าใจมากขึ้น
401,คืดเป็นครอสที่ดีมาก ได้ความรู้ใหม่และเทคนิคดีๆ เยอะเลย,pos,สอนดี
402,"เนื้อหาดี แน่น basic
สำหรับคนทำเว็บ แนะนำเลยครับ",pos,แนะนำคอร์ส
403,สอนดีมากกกกๆๆๆๆ การเตรียมการสอนดีมากๆๆๆ,pos,สอนดี
404,ฟังแบบเรื่อยๆ,pos,เข้าใจมากขึ้น
405,เข้าใจและเห็นภาพของ Service Design พื้นฐานในภาษาง่ายๆ ครับ,pos,แนะนำคอร์ส
406,ถ้ามี sheet หรือ pdf.ประกอบจะดีมากครับ,pos,สอนดี
407,ชอบที่ได้ฟังประสบการณืตรงจากคุณต้น ได้แง่คิดนอกจากเรื่อง marketing commu เหมาะกับทั้งคนทำธุรกิจ และ ได้มุมมองเพิ่มจากคุณหนุ่ยด้วย ดีค่ะ,pos,เข้าใจมากขึ้น
408,น่าสนใจ,pos,เข้าใจมากขึ้น
409,ต้องลองง,pos,ชมบ้างติบ้าง
410,"ได้ ภาพความสำคัญของงาน Product Manager ชัดขึ้น 
และได้ทราบว่างาน Project Manager ที่ทำอยู่ก็ครอบคลุม scope นี้อยู่เหมือนกันครับ",pos,เข้าใจมากขึ้น
411,ดีและเป็นประโยชน์มากๆ Speakers และ Moderator พูดคุยน่าฟัง และได้ความรู้ตรงประเด็น ตอบสิ่งที่สงสัยในระหว่างฟังได้,pos,ชอบมาก
412,เข้าใจง่าย ได้รู้ว่าความต่างของ Product Manager กับ Project Manger คืออะไร,pos,ชมบ้างติบ้าง
413,สอนละเอียดมากค่ะ ผู้สอนใส่ใจในการอธิบายทำให้เข้าใจได้ง่ายขึ้น,pos,เข้าใจมากขึ้น
414,อยากให้อัพเดทเวอร์ชั่น framer ที่ใช้ด้วย,pos,เข้าใจมากขึ้น
415,คอร์สดีมากค่ะ,pos,สอนดี
417,เป็นหลักสูตรที่เป็นประโยชน์ คุณครูสอนเข้าใจง่ายดีค่ะ :),pos,เข้าใจมากขึ้น
419,เคยอ่าน OOP มาหลาย ๆ  ที่ แต่ไม่เคยนำมาใช้เขียนจริง ๆ  จัง ๆ  ได้สักที  คอร์สนี้ แก้ปัญหานี้ได้มากครับ เนื้อหาเข้าใจง่าย  สามารถนำไปใช้ได้จริง,pos,สามารถนำไปใช้
420,เนื้อหาดี ภาษาที่ใช้สอนคุ้นเคย (TypeScript) ทำให้ทำความเข้าใจตามง่าย มีตัวอย่างที่สร้างความเข้าใจได้ดี อธิบายไม่เร่งรีบ เรียนแล้วเข้าใจในหลักการต่างๆ ถึงที่มาที่ไป ทำให้เราเอาไปใช้ต่อได้อย่างเข้าใจและมั่นใจ,pos,ชมบ้างติบ้าง
422,ได้มุมมองของ OOP ที่เหมาะกับการทำงานจริง และการทำงานเป็นทีมครับ ซึ่งเป็น core concept ที่จำเป็นมากๆ,pos,สามารถนำไปใช้
423,ทำให้เห็นมุมมอง OOP แบบใหม่ ถ้าเพิ่มมี chart โครงสร้างประกอบการอธิบายตัวอย่างให้เห็นภาพรวมด้วยจะดียิ่งขึ้นครับ,pos,เข้าใจมากขึ้น
424,อธิบายละเอียด คิดตามได้ง่าย เข้าใจว่าต้องการสื่ออะไรในแต่ละบท,pos,ชมบ้างติบ้าง
427,ถึงจะรู้ OOP อยู่แล้วก็ควรเรียน,pos,ชมบ้างติบ้าง
428,อธิบายได้ดีมากๆ,pos,สอนดี
429,เรียน OOP แต่อธิบายคอนเซปแต่กับภาษา typeScript ถ้าใช้ภาษาอื่นมา เข้าใจยากมากๆ,pos,ชมบ้างติบ้าง
431,สำหรับใครที่อยากลองทำ chatbot ที่เชื่อมต่อกับเจ้า LINE Beacon แต่ไม่มีความรู้เลย หรือไม่เคยทำมาก่อน คอร์สนี้ปูพื้นฐานทำความรู้จัก LINE API ตั้งแต่เบื้องต้นเลย และลงโปรแกรมต่างๆแบบจัดมือทำ และคนสอนสอนสนุก สอนเข้าใจง่ายมากๆเลย แนะนำเลยจ้า,pos,แนะนำคอร์ส
432,Course นี้สอนละเอียดดีมากครับ เห็นภาพ use case พื้นฐานต่าง ๆ แต่ข้อเสียอย่างเดียวคือถ้าต้องการทำตามที่สอนทั้งหมด จะต้องไปซื้ออุปกรณ์มาประกอบเรียนด้วย แต่จะฟังไปก่อน แล้วค่อยไปหาอุปกรณ์เรียนในภายหลังก็ได้ครับ,pos,ชมบ้างติบ้าง
433,เนื้อหาครอบคลุมทุกสัญญาณที่ปล่อยออกมาจากอุปกรณ์ LINE Beacon ให้ทำตามได้ Step by Step แนะนำเลยสำหรับใครที่สนใจมอบประสบการณ์ใหม่ให้กับผู้ใช้งาน LINE Official Account หรือ LINE Chatbot ของคุณ,pos,แนะนำคอร์ส
434,เรียนสนุกมาก ได้อรรถรสในการเรียน สามารถนำไปใช้งานได้จริง,pos,สามารถนำไปใช้
435,อยากใช้งาน line beacon เป็น แนะนำคอร์สนี้เลยครับ,pos,แนะนำคอร์ส
436,สอนเข้าใจง่าย  อธิบายครบถ้วน สามารถทำตามได้,pos,เข้าใจมากขึ้น
437,เป็นการสอนที่ง่ายและค่อนข้างเข้าใจแต่ตัดเป็น part ย่อยๆเยอะเกินไป,pos,เข้าใจมากขึ้น
439,น่าสนใจมากๆครับมันคืออนาคตที่น่าใช้,pos,ชอบมาก
440,เป็นเบสิคเน้นความเข้าใจได้ดีมาก,pos,สอนดี
441,ดีมากได้ความรู้เพิ่มเติมมากมาย,pos,สอนดี
443,เรียนเถอะครับ มันจะแจ่มมาก,pos,ชอบมาก
444,Deep!! ?,pos,เข้าใจมากขึ้น
445,ต้องลอง,pos,ชมบ้างติบ้าง
446,ย่อยง่าย,pos,เข้าใจมากขึ้น
